,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
1526,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1527,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1528,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
1529,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1530,4,66,1,2,46,58,8,38,7,18,33,59,108,Uncertain
1531,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1532,0,11,0,1,15,73,48,6,1,7,39,47,90,Uncertain
1533,4,26,0,1,15,23,5,14,1,7,12,20,40,Uncertain
1534,2,5,0,0,3,27,23,3,0,1,15,16,31,Uncertain
1535,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1536,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1537,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
1538,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1539,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1540,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1541,0,0,0,0,0,10,10,0,0,0,9,9,11,Trusted
1542,2,22,0,0,10,24,9,12,0,7,15,22,35,Trusted
1543,0,1,0,0,0,23,22,1,0,0,13,13,24,Uncertain
1544,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1545,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1546,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1547,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1548,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1549,4,12,0,0,8,14,6,8,0,4,10,14,23,Uncertain
1550,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1551,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1552,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1553,0,0,0,0,0,10,10,0,0,0,9,9,11,Trusted
1554,2,39,6,4,91,66,5,26,6,2,41,67,172,Uncertain
1555,2,5,0,0,3,9,5,2,0,1,4,5,13,Uncertain
1556,2,30,0,0,7,34,7,6,0,4,7,11,42,Trusted
1557,0,0,0,0,0,5,5,0,0,0,2,2,6,Trusted
1558,0,2,0,0,0,32,30,2,0,0,8,8,33,Uncertain
1559,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1560,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1561,2,32,4,5,69,84,7,18,12,5,38,62,165,Trusted
1562,2,69,3,3,54,94,10,30,2,13,36,57,156,Uncertain
1563,0,19,1,3,26,92,42,10,2,2,35,43,123,Trusted
1564,2,16,1,2,20,38,10,8,1,1,14,20,62,Trusted
1565,2,8,0,1,6,12,5,4,1,1,7,9,20,Uncertain
1566,4,11,0,1,7,13,6,5,0,2,8,10,22,Uncertain
1567,2,0,0,0,2,9,9,0,0,0,5,5,12,Trusted
1568,2,13,0,1,13,35,6,7,4,1,9,14,50,Trusted
1569,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1570,2,24,0,0,11,24,3,9,0,8,10,18,36,Uncertain
1571,0,8,0,0,0,30,22,8,0,0,15,15,31,Uncertain
1572,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1573,0,0,0,0,0,5,5,0,0,0,5,5,6,Trusted
1574,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1575,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1576,6,25,0,2,20,31,11,13,3,6,19,28,54,Uncertain
1577,0,15,0,0,6,21,11,6,0,3,8,11,28,Uncertain
1578,6,1,0,0,6,9,8,4,0,3,3,6,16,Trusted
1579,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1580,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1581,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1582,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1583,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1584,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1585,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1586,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1587,2,4,0,0,4,14,11,1,0,1,11,12,19,Trusted
1588,0,1,0,0,0,5,4,1,0,0,2,2,6,Uncertain
1589,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1590,4,15,0,0,9,18,8,10,0,5,13,18,28,Uncertain
1591,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1592,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1593,2,23,2,2,30,33,7,15,2,3,21,32,68,Uncertain
1594,2,16,0,2,19,37,10,10,6,2,17,25,59,Trusted
1595,2,28,0,1,11,34,9,10,1,5,12,18,47,Trusted
1596,0,4,0,0,3,32,26,2,0,1,12,13,36,Trusted
1597,2,5,0,0,3,6,2,2,0,1,3,4,10,Uncertain
1598,0,0,0,0,0,5,5,0,0,0,2,2,6,Trusted
1599,2,39,1,4,49,54,7,25,9,4,28,47,109,Uncertain
1600,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1601,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1602,4,51,0,1,29,69,14,22,6,9,26,41,100,Trusted
1603,2,33,0,0,8,39,9,9,0,6,11,17,48,Uncertain
1604,0,3,0,0,0,34,31,3,0,0,14,14,35,Uncertain
1605,0,3,0,0,0,36,33,3,0,0,12,12,37,Trusted
1606,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1607,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1608,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1609,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1610,4,15,0,0,9,18,8,10,0,5,13,18,28,Uncertain
1611,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1612,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1613,4,22,0,0,13,27,10,13,0,7,18,25,41,Trusted
1614,0,3,0,0,2,15,10,2,0,1,8,9,18,Uncertain
1615,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1616,2,1,0,0,2,5,2,1,0,1,3,4,8,Uncertain
1617,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1618,2,9,0,0,5,15,9,6,0,3,9,12,21,Uncertain
1619,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1620,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1621,4,23,1,2,29,37,12,15,1,4,23,33,70,Uncertain
1622,2,14,0,1,17,26,4,8,5,1,10,16,45,Uncertain
1623,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1624,2,28,0,0,8,30,5,7,0,5,8,13,39,Uncertain
1625,0,3,0,0,0,31,28,3,0,0,10,10,32,Uncertain
1626,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1627,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1628,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1629,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1630,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1631,2,27,0,2,17,27,7,14,2,7,16,25,47,Uncertain
1632,0,8,0,0,6,31,23,4,0,2,17,19,38,Trusted
1633,2,6,0,0,4,6,2,3,0,2,3,5,12,Uncertain
1634,0,0,0,0,0,6,6,0,0,0,3,3,7,Uncertain
1635,2,0,0,0,1,3,2,0,0,0,2,2,5,Uncertain
1636,2,27,2,2,28,38,7,15,6,5,24,36,71,Trusted
1637,2,19,1,2,20,38,8,10,4,6,19,29,62,Uncertain
1638,2,8,1,1,12,17,2,6,3,3,10,16,32,Uncertain
1639,2,15,0,1,6,20,10,7,0,3,11,14,28,Trusted
1640,2,5,0,0,3,17,13,2,0,1,8,9,21,Trusted
1641,2,0,0,0,2,13,13,0,0,0,7,7,16,Trusted
1642,0,0,0,0,0,5,5,0,0,0,2,2,6,Trusted
1643,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1644,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1645,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1646,2,23,1,2,14,29,13,10,1,5,19,25,47,Uncertain
1647,2,5,0,1,6,24,18,3,0,1,14,15,32,Uncertain
1648,2,6,0,1,4,5,2,3,0,1,4,5,11,Uncertain
1649,2,0,0,0,2,4,4,0,0,0,3,3,7,Uncertain
1650,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1651,2,12,0,0,8,16,7,3,0,3,8,11,25,Uncertain
1652,0,3,0,0,0,15,12,3,0,0,6,6,16,Uncertain
1653,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1654,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1655,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1656,4,19,0,0,12,25,10,11,0,6,17,23,38,Trusted
1657,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1658,0,3,0,0,4,16,7,2,0,3,8,11,21,Uncertain
1659,2,3,0,0,4,9,2,3,0,3,5,8,14,Uncertain
1660,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1661,2,25,2,4,30,30,7,14,4,3,21,32,67,Uncertain
1662,2,17,0,3,19,35,11,8,4,4,18,26,58,Uncertain
1663,2,11,0,2,7,10,2,6,1,2,6,9,20,Uncertain
1664,2,5,0,0,4,11,7,1,0,1,6,7,16,Trusted
1665,0,1,0,0,0,6,5,1,0,0,2,2,7,Uncertain
1666,0,4,0,0,5,20,9,2,0,3,8,11,26,Uncertain
1667,2,12,0,0,5,11,2,6,0,3,5,8,17,Uncertain
1668,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1669,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1670,0,0,0,0,0,5,5,0,0,0,6,6,6,Trusted
1671,2,11,0,1,14,20,9,8,5,1,14,20,36,Trusted
1672,2,18,0,0,7,17,4,8,0,5,6,11,25,Uncertain
1673,0,0,0,0,0,18,18,0,0,0,8,8,19,Trusted
1674,2,24,1,2,25,24,5,14,3,4,17,27,53,Uncertain
1675,2,8,0,1,14,30,14,4,3,3,17,23,46,Uncertain
1676,2,12,0,1,11,13,2,8,3,2,8,13,26,Uncertain
1677,2,12,0,0,5,16,7,6,0,3,8,11,22,Trusted
1678,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
1679,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1680,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1681,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1682,2,26,0,3,22,35,9,13,6,4,19,29,61,Uncertain
1683,2,29,0,0,10,39,15,11,0,6,15,21,50,Uncertain
1684,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1685,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1686,0,3,0,0,0,30,27,3,0,0,12,12,31,Uncertain
1687,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1688,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1689,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1690,2,14,1,1,17,21,7,9,1,2,15,21,41,Trusted
1691,2,10,0,1,10,20,7,6,3,1,10,14,32,Trusted
1692,2,15,0,0,5,17,5,6,0,3,6,9,23,Uncertain
1693,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
1694,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1695,4,12,0,0,8,18,10,8,0,4,14,18,27,Trusted
1696,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1697,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1698,2,19,0,1,13,17,3,11,2,5,11,18,32,Uncertain
1699,0,4,0,0,4,22,16,2,0,2,13,15,27,Trusted
1700,2,6,0,0,4,6,2,4,0,2,4,6,11,Uncertain
1701,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1702,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1703,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
1704,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1705,0,0,0,0,0,10,10,0,0,0,10,10,11,Trusted
1706,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1707,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1708,0,0,0,0,0,2,2,0,0,0,1,1,3,Uncertain
1709,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1710,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
1711,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1712,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1713,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1714,2,36,2,1,35,36,7,15,2,7,22,35,76,Uncertain
1715,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1716,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1717,0,8,1,2,16,47,26,6,2,2,23,29,67,Uncertain
1718,0,9,0,2,9,22,1,5,2,2,11,15,35,Uncertain
1719,2,8,1,2,15,18,2,6,2,2,10,16,37,Uncertain
1720,2,14,0,2,9,21,7,7,2,2,10,14,33,Trusted
1721,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1722,2,11,0,0,5,18,9,3,0,2,7,9,24,Trusted
1723,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1724,0,1,0,0,0,12,11,1,0,0,4,4,13,Trusted
1725,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1726,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
1727,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1728,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1729,2,18,0,3,23,29,5,12,9,1,15,25,56,Uncertain
1730,2,39,0,0,13,35,4,15,0,9,12,21,49,Uncertain
1731,0,3,0,0,0,42,39,3,0,0,18,18,43,Trusted
1732,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1733,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1734,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1735,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1736,4,18,0,1,13,23,10,10,1,5,16,22,38,Uncertain
1737,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1738,0,4,0,0,3,11,7,2,0,1,6,7,15,Uncertain
1739,2,3,0,0,3,4,2,2,0,1,3,4,8,Uncertain
1740,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1741,2,23,0,2,32,39,3,14,10,3,19,32,74,Uncertain
1742,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1743,2,35,0,1,21,46,8,12,3,8,18,29,69,Uncertain
1744,2,5,0,1,9,12,2,4,3,1,7,11,23,Uncertain
1745,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
1746,0,4,0,0,0,36,32,4,0,0,14,14,37,Uncertain
1747,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1748,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1749,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1750,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1751,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1752,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1753,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1754,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
1755,2,9,0,0,5,13,7,6,0,3,9,12,19,Uncertain
1756,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1757,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1758,2,8,0,1,11,14,7,4,3,1,10,14,27,Uncertain
1759,0,4,0,0,5,12,4,2,0,3,6,9,18,Uncertain
1760,2,9,0,0,5,8,2,6,0,3,5,8,14,Uncertain
1761,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1762,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1763,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
1764,2,21,0,0,11,20,5,9,0,6,10,16,32,Uncertain
1765,0,3,0,0,0,24,21,3,0,0,12,12,25,Uncertain
1766,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1767,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1768,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1769,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
1770,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1771,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1772,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1773,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1774,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1775,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1776,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1777,4,9,0,0,7,14,8,6,0,3,9,12,22,Uncertain
1778,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1779,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1780,2,4,0,0,3,7,3,1,0,1,3,4,11,Uncertain
1781,0,1,0,0,0,5,4,1,0,0,2,2,6,Uncertain
1782,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1783,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1784,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1785,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1786,2,9,0,0,5,13,7,6,0,3,9,12,19,Uncertain
1787,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1788,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
1789,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1790,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1791,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1792,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
1793,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1794,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1795,2,12,0,1,11,14,3,8,3,2,9,14,27,Uncertain
1796,2,12,0,0,5,16,7,6,0,3,8,11,22,Trusted
1797,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1798,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1799,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1800,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1801,2,19,0,2,16,24,5,9,3,4,15,22,43,Uncertain
1802,2,3,0,1,12,22,8,2,3,2,12,17,36,Uncertain
1803,2,6,0,1,10,14,2,5,3,2,8,13,26,Uncertain
1804,2,12,0,0,5,16,7,6,0,3,8,11,22,Trusted
1805,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1806,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1807,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1808,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1809,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1810,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1811,4,12,1,1,20,22,8,8,2,1,16,22,45,Uncertain
1812,2,14,0,1,11,20,4,8,3,2,9,14,33,Uncertain
1813,2,15,0,0,5,21,9,6,0,3,8,11,27,Trusted
1814,0,0,0,0,0,15,15,0,0,0,6,6,16,Trusted
1815,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1816,2,3,0,0,3,5,3,2,0,1,3,4,9,Uncertain
1817,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1818,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1819,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1820,2,9,0,1,10,14,5,6,3,1,10,14,26,Uncertain
1821,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
1822,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1823,4,29,0,1,15,27,8,15,0,8,15,23,44,Uncertain
1824,2,2,0,0,2,23,21,2,0,0,13,13,26,Uncertain
1825,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
1826,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1827,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1828,4,19,0,0,11,21,8,11,0,6,12,18,33,Uncertain
1829,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
1830,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
1831,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1832,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1833,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
1834,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1835,2,9,0,1,10,14,5,6,3,1,9,13,26,Uncertain
1836,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
1837,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1838,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1839,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1840,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1841,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1842,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1843,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1844,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
1845,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1846,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1847,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1848,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1849,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1850,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1851,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1852,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1853,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1854,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1855,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1856,2,20,0,0,9,22,7,9,0,6,12,18,33,Uncertain
1857,0,3,0,0,0,22,20,3,0,0,12,12,24,Uncertain
1858,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1859,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
1860,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1861,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1862,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1863,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1864,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1865,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1866,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1867,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1868,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1869,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1870,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1871,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1872,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1873,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1874,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1875,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1876,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1877,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1878,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1879,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
1880,2,9,0,0,5,15,9,6,0,3,12,15,21,Trusted
1881,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1882,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1883,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
1884,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1885,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1886,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1887,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
1888,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1889,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1890,2,15,0,1,12,20,7,10,3,3,14,20,34,Uncertain
1891,2,12,0,0,5,19,10,6,0,3,10,13,25,Trusted
1892,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
1893,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1894,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1895,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1896,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1897,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1898,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1899,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1900,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1901,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1902,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1903,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1904,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1905,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1906,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1907,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1908,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1909,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
1910,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1911,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
1912,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
1913,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
1914,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1915,2,9,0,0,5,11,5,6,0,3,7,10,17,Uncertain
1916,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1917,4,9,0,0,7,14,8,6,0,3,10,13,22,Uncertain
1918,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1919,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
1920,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
1921,4,20,0,2,19,27,8,11,4,3,18,25,49,Uncertain
1922,2,12,0,0,5,13,4,6,0,3,6,9,19,Uncertain
