,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Route>}'), ('ent', '{<QualifiedName: collabmap:Route>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
1344,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1345,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1346,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1347,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1348,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1349,11,3,11,4,5,43,29,19,1,3,27,2,11,3,24,3,2,14,Trusted
1350,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1351,12,4,12,5,7,72,57,23,1,4,41,2,12,4,27,2,1,16,Trusted
1352,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1353,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
1354,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1355,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1356,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1357,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1358,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1359,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1360,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1361,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1362,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
1363,9,1,9,2,4,40,32,11,1,1,17,1,9,1,18,8,1,10,Trusted
1364,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1365,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1366,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1367,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1368,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1369,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1370,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1371,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1372,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1373,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1374,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1375,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1376,3,0,4,1,1,9,5,3,0,0,4,2,3,0,7,0,4,3,Uncertain
1377,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
1378,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1379,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
1380,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1381,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1382,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1383,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
1384,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1385,1,1,1,2,2,9,6,4,1,1,1,2,1,1,3,0,1,2,Trusted
1386,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1387,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1388,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1389,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1390,1,0,1,1,1,5,3,1,0,0,1,2,1,0,2,0,1,1,Trusted
1391,3,0,3,1,1,16,12,3,0,0,3,2,3,0,6,0,3,3,Trusted
1392,4,0,5,1,1,11,6,4,0,0,5,2,4,0,9,0,5,4,Trusted
1393,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1394,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1395,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1396,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1397,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1398,4,2,4,3,3,13,6,10,1,2,6,2,4,2,10,2,2,6,Trusted
1399,1,1,2,2,2,6,3,4,0,1,2,2,1,1,4,0,2,2,Uncertain
1400,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1401,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1402,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1403,7,1,7,2,2,21,12,10,1,1,12,2,7,1,15,5,2,8,Trusted
1404,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1405,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1406,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1407,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1408,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1409,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1410,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1411,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1412,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1413,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1414,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1415,7,2,7,3,3,26,16,13,1,2,16,2,7,2,16,3,1,9,Trusted
1416,10,2,10,3,4,35,23,16,1,2,22,2,10,2,22,5,2,12,Trusted
1417,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1418,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1419,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1420,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1421,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1422,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1423,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1424,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1425,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1426,6,1,6,2,2,19,11,9,1,1,11,2,6,1,13,5,1,7,Trusted
1427,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1428,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1429,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1430,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1431,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1432,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1433,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1434,11,5,11,6,7,60,44,26,1,5,42,2,11,5,27,1,1,16,Trusted
1435,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1436,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1437,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1438,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1439,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1440,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1441,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1442,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1443,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1444,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1445,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1446,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1447,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1448,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1449,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
1450,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
1451,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1452,9,1,9,1,4,39,0,0,0,1,8,0,9,1,0,0,8,11,Uncertain
1453,3,1,4,2,2,16,11,6,1,1,6,2,3,1,8,2,2,4,Uncertain
1454,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
1455,13,3,13,4,9,69,57,19,1,3,34,2,13,3,26,3,1,16,Trusted
1456,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1457,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1458,10,5,11,6,8,43,6,1,2,5,17,2,10,5,3,6,5,15,Uncertain
1459,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
1460,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1461,5,1,5,2,2,14,7,8,1,1,7,2,5,1,11,2,3,6,Trusted
1462,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1463,5,1,5,2,2,25,18,8,1,1,8,2,5,1,11,3,2,6,Trusted
1464,4,0,5,1,1,16,11,4,0,0,5,2,4,0,9,0,5,4,Trusted
1465,6,2,6,3,3,22,13,12,1,2,13,2,6,2,14,1,2,8,Trusted
1466,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1467,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
1468,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1469,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1470,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1471,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1472,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
1473,8,4,9,5,6,35,23,20,2,4,15,2,8,4,21,6,3,12,Trusted
1474,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1475,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1476,5,0,5,1,1,16,10,5,0,0,5,2,5,0,10,0,5,5,Trusted
1477,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1478,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1479,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1480,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1481,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1482,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1483,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1484,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
1485,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
1486,3,0,3,1,3,15,13,1,0,0,3,2,3,0,4,0,3,3,Uncertain
1487,7,0,7,1,5,33,29,6,0,0,8,2,7,0,13,0,7,7,Trusted
1488,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1489,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1490,4,1,4,2,3,15,10,6,1,1,4,2,4,1,8,0,4,5,Uncertain
1491,11,3,11,4,6,68,55,19,1,3,29,2,11,3,24,2,2,14,Trusted
1492,5,0,5,1,2,17,12,5,0,0,5,2,5,0,10,0,5,5,Trusted
1493,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1494,4,0,5,1,1,11,6,4,0,0,5,2,4,0,9,0,5,4,Trusted
1495,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1496,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1497,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1498,4,0,5,1,1,11,6,4,0,0,5,2,4,0,9,0,5,4,Trusted
1499,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1500,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1501,4,2,4,3,3,13,6,10,1,2,6,2,4,2,10,2,2,6,Trusted
1502,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1503,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1504,4,1,4,2,2,21,15,7,1,1,7,2,4,1,9,3,1,5,Trusted
1505,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1506,6,2,6,3,3,22,13,12,1,2,13,2,6,2,14,1,2,8,Trusted
1507,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1508,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1509,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1510,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1511,10,2,10,3,4,31,15,10,2,2,17,2,10,2,16,7,3,12,Trusted
1512,4,0,5,1,1,11,6,4,0,0,5,2,4,0,9,0,5,4,Trusted
1513,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1514,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1515,10,4,10,5,6,57,43,22,1,4,31,2,10,4,24,2,1,14,Trusted
1516,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1517,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1518,5,0,5,1,2,17,12,5,0,0,5,2,5,0,10,0,5,5,Trusted
1519,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1520,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1521,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1522,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1523,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1524,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1525,9,3,9,4,5,53,41,18,1,3,21,2,9,3,21,2,2,12,Trusted
1526,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1527,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1528,5,0,5,1,1,16,10,5,0,0,5,2,5,0,10,0,5,5,Trusted
1529,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1530,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1531,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1532,4,0,4,1,1,9,4,4,0,0,4,2,4,0,8,0,4,4,Trusted
1533,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1534,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1535,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1536,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1537,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
1538,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1539,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1540,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1541,10,1,10,2,5,34,25,11,1,1,21,2,10,1,19,9,1,11,Trusted
1542,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1543,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1544,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
1545,3,1,3,2,2,8,3,6,1,1,3,2,3,1,7,0,3,4,Trusted
1546,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1547,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
1548,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1549,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1550,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1551,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1552,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1553,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1554,8,3,8,4,7,31,20,9,2,3,11,2,8,3,14,2,6,11,Trusted
1555,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1556,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1557,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1558,5,1,5,2,2,20,13,8,1,1,8,2,5,1,11,3,2,6,Trusted
1559,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1560,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1561,9,0,9,1,4,31,24,8,0,0,10,2,9,0,17,0,9,9,Trusted
1562,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1563,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1564,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1565,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1566,4,2,6,3,3,15,7,9,1,2,6,2,4,2,10,0,6,6,Uncertain
1567,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1568,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1569,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1570,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1571,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1572,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1573,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1574,6,1,6,2,2,23,15,9,1,1,9,2,6,1,13,3,3,7,Trusted
1575,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1576,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1577,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1578,5,1,5,2,2,20,13,8,1,1,8,2,5,1,11,3,2,6,Trusted
1579,4,1,4,2,3,15,4,0,0,1,4,2,4,1,1,0,4,5,Uncertain
1580,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1581,5,1,5,2,2,20,13,8,1,1,8,2,5,1,11,3,2,6,Trusted
1582,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1583,3,1,3,2,2,11,6,6,1,1,3,2,3,1,7,0,3,4,Trusted
1584,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1585,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1586,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1587,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1588,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1589,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1590,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1591,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1592,5,1,5,2,3,18,6,1,0,1,5,2,5,1,3,0,5,6,Uncertain
1593,5,0,5,1,2,17,12,4,0,0,5,2,5,0,9,0,5,5,Trusted
1594,7,2,7,3,4,28,16,7,1,2,9,1,7,2,10,2,5,9,Trusted
1595,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1596,8,1,8,2,3,30,21,10,1,1,11,2,8,1,16,3,5,9,Trusted
1597,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1598,3,1,3,2,2,11,6,6,1,1,3,2,3,1,7,0,3,4,Trusted
1599,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1600,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1601,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1602,6,2,6,3,5,23,16,8,2,2,9,2,6,2,12,3,3,8,Trusted
1603,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1604,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1605,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1606,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1607,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1608,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
1609,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1610,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1611,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1612,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1613,8,2,12,3,5,41,32,12,1,2,25,2,8,2,20,4,4,10,Uncertain
1614,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1615,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1616,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1617,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1618,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1619,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1620,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1621,9,2,10,3,4,35,24,15,1,2,21,2,9,2,21,3,3,11,Trusted
1622,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1623,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1624,4,1,4,2,2,12,6,7,1,1,6,2,4,1,9,2,2,5,Trusted
1625,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
1626,4,1,4,2,2,12,6,7,1,1,6,2,4,1,9,2,2,5,Trusted
1627,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1628,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1629,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1630,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1631,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1632,4,2,4,3,3,13,6,10,1,2,6,2,4,2,10,2,2,6,Trusted
1633,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
1634,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
1635,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
1636,4,3,4,4,4,15,7,13,1,3,7,2,4,3,11,1,2,7,Trusted
1637,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
