,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
641,15,9,0,25,6,8,18,0,0,2,2,0,4,2,1,1,0,0,2,0,0,10,20,2,4,4,4,0,0,0,3,3,2,3,2,6,0,2,9,Valor
642,7,9,0,17,8,6,11,2,2,2,0,2,2,2,0,1,0,0,2,2,0,4,10,3,0,5,6,0,0,0,4,2,3,2,2,2,2,1,5,Valor
643,11,7,2,21,8,4,15,2,4,0,2,2,2,0,0,1,0,0,0,2,2,6,16,3,1,4,2,1,0,2,3,2,3,3,2,6,2,1,5,Mystic
644,8,8,3,20,4,10,13,0,0,0,2,2,2,0,0,1,0,4,2,8,2,4,12,1,3,3,5,1,1,3,1,4,3,2,5,3,0,2,5,Mystic
645,11,6,0,18,4,6,15,2,2,2,2,2,4,0,0,0,0,0,2,2,0,7,15,2,3,2,3,0,0,0,1,3,3,2,1,6,0,2,5,Valor
646,8,8,3,20,4,6,14,2,0,0,4,2,4,0,0,1,1,0,3,2,2,4,12,2,1,2,2,2,1,3,1,3,4,2,4,3,0,2,5,Mystic
647,6,7,2,16,2,6,10,2,0,0,2,2,2,0,0,1,1,0,0,4,0,3,9,0,3,2,1,2,0,2,1,3,3,1,3,2,0,2,4,Mystic
648,9,9,4,23,10,4,16,0,6,0,2,6,0,2,2,1,0,1,3,0,2,6,12,2,0,5,3,0,1,4,6,0,5,5,1,4,3,2,5,Mystic
649,6,5,0,12,6,4,10,0,0,0,2,2,2,0,0,0,1,0,2,0,0,4,8,3,1,3,3,0,0,0,2,1,3,1,1,4,2,1,2,Mystic
650,12,8,0,21,4,6,17,2,0,0,2,0,2,0,1,1,0,2,4,2,0,6,18,1,4,3,2,0,0,0,2,2,4,2,2,6,0,1,6,Valor
651,5,4,0,10,4,2,8,0,2,0,0,0,2,2,0,1,0,0,2,0,0,3,7,1,2,3,0,0,0,0,1,1,2,1,1,4,1,0,1,Mystic
652,6,10,5,22,4,10,11,0,0,2,2,2,2,2,0,1,1,3,3,4,0,4,8,3,1,1,4,1,4,5,2,6,3,1,8,2,1,2,4,Instinct
653,12,9,4,26,8,6,16,2,2,0,0,2,0,2,0,1,0,4,4,6,4,8,16,1,2,6,1,1,2,4,4,4,3,1,4,6,4,2,6,Instinct
654,10,8,0,19,2,8,17,2,2,0,8,0,6,0,1,1,0,0,2,0,2,6,14,2,1,0,7,0,0,0,1,3,6,1,2,5,0,2,5,Valor
655,10,4,0,15,4,2,17,2,4,0,2,0,2,2,0,1,0,0,0,0,4,6,14,2,0,2,2,0,0,0,0,1,6,2,0,5,0,1,5,Valor
656,9,6,0,16,8,4,15,2,2,0,2,6,2,0,0,0,0,0,4,2,0,4,14,5,0,3,4,0,0,0,4,2,5,2,1,4,2,1,5,Valor
657,6,6,1,14,8,2,11,0,2,0,0,4,0,0,0,0,0,0,2,2,0,4,8,1,2,6,0,0,0,1,5,0,4,1,1,3,4,0,3,Instinct
658,2,2,0,5,0,2,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,Valor
659,8,3,0,12,6,0,14,0,2,0,0,4,0,0,0,1,0,0,4,0,2,4,12,4,0,2,0,0,0,0,2,0,5,1,0,5,2,0,3,Valor
660,12,8,0,21,8,6,18,2,4,0,2,2,4,0,0,1,0,2,2,2,0,6,18,3,1,5,5,0,0,0,3,3,5,3,1,6,1,2,6,Valor
661,9,7,0,17,10,4,14,0,0,0,0,6,0,0,0,1,0,0,4,4,0,4,14,4,2,6,2,0,0,0,5,2,3,2,2,4,3,0,5,Valor
662,7,3,0,11,6,0,12,0,2,0,0,4,0,0,0,1,0,0,4,0,0,3,11,4,0,2,0,0,0,0,3,0,4,1,0,5,2,0,2,Mystic
663,7,7,2,17,2,6,12,2,2,4,0,0,2,2,0,1,1,0,3,2,2,3,11,1,1,1,3,2,0,2,0,3,3,1,3,2,0,2,5,Mystic
664,6,6,0,13,4,4,10,2,2,0,2,2,0,0,0,0,0,0,2,2,0,4,8,3,2,1,2,0,0,0,1,2,3,1,2,3,1,0,3,Valor
665,7,2,0,10,2,0,11,2,0,0,0,2,0,2,0,0,0,0,2,0,2,4,10,1,0,1,0,0,0,0,1,0,3,0,0,5,1,0,2,Instinct
666,6,4,0,11,2,2,11,0,0,0,2,2,0,2,1,1,0,0,0,0,0,3,9,1,2,1,0,0,0,0,1,0,4,0,1,4,1,0,2,Mystic
667,6,5,1,13,4,6,10,2,0,2,4,4,0,0,0,1,0,1,2,0,2,2,10,1,2,3,3,1,0,1,2,3,3,1,2,3,1,2,3,Instinct
668,14,11,7,33,12,4,22,2,6,0,0,2,0,0,0,0,0,2,6,4,6,13,15,1,2,7,0,1,1,7,5,1,6,5,4,8,5,0,6,Mystic
669,10,11,6,28,4,14,17,0,2,0,4,2,2,0,0,1,2,4,1,6,8,7,13,2,2,2,6,2,4,6,1,6,5,2,7,6,0,6,4,Instinct
670,5,5,1,12,2,6,9,0,0,0,2,2,4,0,0,1,1,0,3,0,0,2,8,0,1,2,4,1,0,1,1,3,2,1,1,3,0,3,2,Instinct
671,5,6,0,12,4,8,9,0,2,2,2,2,4,0,0,0,0,0,2,0,0,2,8,2,4,2,4,0,0,0,2,4,3,2,1,3,0,3,2,Valor
672,9,10,5,25,8,8,15,0,0,2,2,6,2,0,2,1,0,0,4,4,0,7,11,2,2,4,4,2,0,5,4,3,2,2,2,5,4,4,4,Mystic
673,6,6,1,14,4,8,9,2,0,0,2,0,4,0,0,1,0,1,2,4,0,2,10,4,0,0,7,1,0,1,1,4,2,2,2,2,0,3,4,Mystic
674,11,12,8,32,14,4,18,2,2,0,2,4,2,0,0,1,1,0,5,2,4,8,14,4,0,4,2,0,2,8,8,2,4,7,2,6,6,2,5,Instinct
675,5,7,0,13,4,4,10,0,2,0,2,2,0,0,0,1,0,0,0,0,0,3,7,2,3,2,1,0,0,0,2,2,3,1,1,2,1,1,3,Valor
676,6,7,2,16,10,0,10,2,4,0,0,2,0,2,0,1,0,0,2,0,2,3,9,2,0,7,0,0,0,2,3,0,3,4,0,1,2,0,5,Mystic
677,4,5,0,10,2,6,8,0,2,2,2,0,4,0,0,0,0,0,0,0,0,3,5,1,3,1,3,0,0,0,1,3,3,0,2,4,1,1,0,Mystic
678,6,7,0,14,2,8,8,0,0,2,0,0,2,0,0,1,0,2,2,2,0,3,9,1,5,1,3,0,0,0,0,3,1,1,2,2,0,2,4,Valor
679,7,6,0,14,0,6,12,2,0,0,2,0,2,0,0,0,0,0,0,4,0,4,10,0,1,0,5,0,0,0,0,3,3,0,0,3,0,3,4,Valor
680,11,8,4,24,2,10,17,0,0,2,2,0,4,2,0,1,1,2,5,2,6,6,16,0,3,2,3,1,3,4,0,5,4,1,4,6,0,5,5,Instinct
681,10,7,2,20,4,8,15,2,2,0,2,4,0,2,0,1,0,4,4,6,2,6,14,1,3,1,5,0,0,2,2,2,4,3,2,5,1,2,5,Mystic
682,7,9,0,17,14,2,10,2,2,0,2,4,0,2,0,1,0,0,0,0,0,4,10,6,0,8,2,0,0,0,7,1,2,4,1,2,3,0,5,Valor
683,9,4,0,14,4,2,16,0,2,0,0,4,2,2,0,1,0,0,4,2,0,6,12,3,0,1,2,0,0,0,2,1,6,1,0,4,1,1,5,Valor
684,5,4,0,10,2,4,9,0,2,2,0,0,2,2,0,1,0,0,0,0,0,3,7,1,3,1,1,0,0,0,1,2,3,0,1,4,1,1,1,Mystic
685,7,5,1,14,4,2,13,0,0,0,2,2,0,0,0,1,1,0,3,0,0,2,12,0,0,4,1,1,0,1,2,1,4,1,1,3,1,1,4,Instinct
686,4,8,4,17,8,4,8,0,2,0,0,2,2,2,0,1,0,1,1,2,0,3,5,2,1,5,2,1,0,4,3,1,2,3,2,2,2,1,2,Mystic
687,7,6,2,16,6,6,10,2,0,0,2,2,0,0,0,1,1,2,0,2,2,3,11,3,0,2,5,1,0,2,4,3,1,4,1,2,0,3,5,Mystic
688,8,4,0,13,2,4,13,0,0,0,2,0,2,2,0,1,1,0,2,2,0,6,10,0,3,2,1,0,0,0,0,1,4,1,1,4,0,1,4,Instinct
689,11,10,6,28,4,8,16,0,0,0,2,2,0,0,1,0,0,1,3,4,0,8,14,0,1,3,5,1,1,6,1,2,3,1,3,7,2,3,4,Mystic
690,6,6,1,14,6,2,12,0,2,0,2,2,0,0,0,1,0,0,1,0,2,2,10,3,2,3,0,0,0,1,2,1,4,2,0,2,1,1,4,Mystic
691,6,4,0,11,2,2,10,2,0,0,2,0,2,2,0,1,0,0,2,0,0,3,9,1,2,1,0,0,0,0,1,1,2,0,1,4,1,0,2,Instinct
692,7,5,1,14,2,8,12,0,2,2,2,0,6,0,1,1,0,0,5,2,0,2,12,2,5,0,2,1,0,1,1,4,4,0,3,3,1,2,4,Instinct
693,13,9,4,27,10,2,20,2,2,0,0,6,0,0,0,0,0,0,9,2,4,10,16,2,0,5,1,0,1,4,4,1,5,5,1,8,3,1,5,Instinct
694,9,5,1,16,2,6,12,2,0,0,0,0,4,0,0,1,0,1,4,6,0,5,13,2,4,0,1,0,1,1,1,3,2,0,2,4,1,2,5,Instinct
695,6,7,0,14,6,4,10,2,2,0,0,2,0,0,0,1,0,0,2,2,2,3,9,4,2,2,2,0,0,0,3,1,3,2,1,2,1,1,4,Valor
696,9,7,0,17,2,4,16,2,2,0,2,0,4,0,0,1,0,0,0,0,0,4,14,2,1,0,3,0,0,0,1,2,5,1,1,4,0,1,5,Valor
697,12,8,0,21,4,10,19,2,0,2,4,4,4,0,0,1,0,0,6,4,2,6,18,2,4,2,6,0,0,0,2,4,6,1,4,6,1,1,6,Valor
698,5,6,2,14,2,6,10,0,0,0,2,2,2,0,1,1,0,1,1,2,2,2,8,2,3,0,1,2,0,2,1,3,2,1,3,1,0,2,4,Instinct
699,4,3,0,8,0,6,8,0,0,0,4,0,4,0,0,1,0,0,0,0,0,3,5,0,4,0,2,0,0,0,0,2,3,0,1,3,0,2,1,Valor
700,12,5,0,18,2,4,19,0,2,0,2,2,4,0,0,0,0,0,4,2,2,9,15,0,1,2,3,0,0,0,1,2,5,0,1,7,1,1,5,Valor
701,13,8,4,26,6,8,18,0,2,2,2,2,0,2,0,1,0,3,2,4,2,9,17,1,1,3,5,1,1,4,3,4,4,3,2,7,2,4,6,Mystic
702,12,10,5,28,4,8,20,2,0,2,2,2,4,0,2,1,0,1,4,2,4,9,15,1,2,2,3,0,3,5,1,3,5,1,4,8,2,3,4,Mystic
703,11,8,4,24,6,6,17,0,2,0,0,4,0,2,1,1,1,3,4,4,4,6,16,2,1,3,3,1,1,4,2,2,2,2,2,6,2,3,5,Mystic
704,8,6,0,15,4,6,14,2,0,0,4,4,2,0,0,0,0,0,0,0,0,4,12,1,4,3,2,0,0,0,2,2,5,0,2,4,2,1,4,Valor
705,9,8,3,21,6,8,13,2,0,2,2,4,2,2,1,1,1,1,3,4,0,6,12,3,3,3,2,1,2,3,2,3,2,2,3,5,1,4,4,Instinct
706,7,3,0,11,2,4,12,0,0,0,2,2,2,0,0,1,0,0,2,2,0,3,11,2,2,0,2,0,0,0,1,2,3,1,0,5,0,2,2,Valor
707,10,8,3,22,6,6,15,2,0,0,2,4,2,2,1,1,0,1,1,4,0,7,13,2,1,3,4,1,0,3,3,2,2,3,2,6,1,2,4,Mystic
708,14,9,4,28,10,2,18,0,2,0,0,0,0,0,0,1,0,0,4,2,0,10,18,1,0,7,2,0,0,4,4,0,3,4,0,9,3,1,5,Mystic
709,6,6,1,14,4,4,11,0,0,0,2,2,2,0,1,1,0,0,3,0,0,2,10,4,2,0,1,1,0,1,2,2,2,1,2,2,1,1,4,Mystic
710,5,4,0,10,6,2,8,0,2,0,0,4,0,2,0,1,0,0,2,0,0,3,7,3,1,3,1,0,0,0,2,1,2,2,0,4,1,1,1,Valor
711,9,9,0,19,6,8,16,0,4,2,4,6,2,2,0,1,0,0,2,0,0,6,12,3,1,3,7,0,0,0,3,3,6,3,2,4,0,2,5,Valor
712,9,9,4,23,6,8,14,2,0,2,2,0,4,0,0,0,0,0,2,2,2,6,12,1,2,5,4,0,2,4,0,5,2,0,4,6,3,2,3,Mystic
713,7,7,3,18,4,4,12,0,2,0,2,2,2,2,1,0,0,0,3,0,0,6,8,1,1,2,1,2,0,3,3,2,3,1,3,3,2,1,4,Instinct
714,9,6,0,16,4,2,15,0,4,0,0,4,0,0,0,0,0,0,4,2,2,4,14,3,0,1,2,0,0,0,2,1,5,1,0,4,1,1,5,Valor
715,5,7,2,15,2,8,9,0,0,0,6,2,0,2,0,1,0,2,2,2,2,3,7,0,3,2,3,1,1,2,1,3,4,1,5,1,0,1,4,Instinct
716,12,6,2,21,4,4,15,2,0,0,0,2,0,0,0,1,0,4,4,2,2,6,18,2,2,2,0,1,1,2,2,3,2,0,3,6,2,1,6,Instinct
717,10,8,3,22,6,6,15,2,0,0,2,2,4,2,0,1,2,0,5,2,0,7,13,3,1,3,2,2,1,3,2,3,3,1,3,6,2,3,4,Instinct
718,6,7,0,14,6,6,12,0,2,0,6,4,6,0,0,1,0,0,0,0,0,3,9,5,0,1,6,0,0,0,3,3,4,3,1,2,0,2,4,Valor
719,12,6,2,21,8,2,18,0,0,0,0,4,0,0,0,1,0,1,10,2,6,6,18,2,1,5,0,1,0,2,4,1,5,3,2,6,2,0,6,Instinct
720,9,8,3,21,8,4,13,2,0,0,2,2,2,0,0,1,1,0,5,0,0,6,12,3,1,4,1,1,1,3,4,2,3,2,4,4,3,0,5,Instinct
721,5,10,0,16,8,8,9,0,0,0,2,2,2,2,0,1,0,0,2,2,0,3,7,1,2,7,6,0,0,0,4,3,3,3,2,1,1,2,4,Valor
722,8,8,3,20,8,2,15,2,6,0,0,0,2,0,0,1,0,0,0,0,6,4,12,4,0,2,1,0,1,3,3,1,5,5,1,3,1,1,5,Instinct
723,11,11,6,29,8,10,19,0,2,0,2,0,4,2,1,0,1,4,4,4,2,8,14,2,2,5,3,2,3,6,2,5,5,2,7,6,3,3,5,Instinct
724,5,10,5,21,8,8,10,0,4,0,0,2,2,2,0,1,1,3,1,4,0,3,7,2,1,5,3,0,4,5,4,4,2,3,6,1,2,2,4,Instinct
725,6,8,3,18,6,10,10,0,2,2,2,2,2,0,0,1,0,2,2,4,2,3,9,4,1,2,6,1,2,3,1,6,3,3,4,2,0,4,4,Instinct
726,8,7,2,18,4,8,13,0,2,0,4,2,2,0,0,1,1,3,0,4,2,3,13,1,3,3,3,1,1,2,1,3,3,0,5,3,2,1,5,Instinct
727,7,4,0,12,2,6,10,2,0,0,2,0,2,2,0,1,0,4,0,2,2,4,10,2,2,0,4,0,0,0,1,3,1,1,1,4,0,2,3,Instinct
728,6,2,0,9,0,2,10,2,0,0,2,0,2,2,0,0,0,0,0,0,0,4,8,0,2,0,0,0,0,0,0,1,2,0,1,4,0,0,2,Mystic
729,9,5,0,15,4,2,12,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6,12,2,0,2,2,0,0,0,2,0,2,2,0,5,0,1,4,Valor
730,10,2,0,13,0,4,16,0,0,0,0,0,2,2,0,0,0,0,8,4,4,7,13,0,3,0,1,0,0,0,0,1,5,0,1,5,0,1,5,Valor
731,10,4,0,15,4,4,17,2,2,0,2,4,4,2,0,1,0,0,2,2,0,6,14,3,0,1,4,0,0,0,2,2,5,1,1,5,1,1,5,Instinct
732,10,8,4,23,8,6,15,2,2,2,0,0,4,0,0,1,1,0,1,4,2,6,14,3,1,3,3,2,0,4,2,4,2,4,2,5,2,3,5,Mystic
733,3,5,0,9,4,2,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,0,0,0,2,1,2,0,1,3,2,0,0,Valor
734,5,8,4,18,4,10,10,0,0,0,6,0,6,0,1,1,0,1,1,2,0,3,7,1,1,3,5,2,2,4,0,5,3,2,5,1,0,4,4,Instinct
735,7,4,0,12,6,2,12,0,2,0,0,2,2,2,0,1,0,0,0,0,0,4,10,3,1,3,1,0,0,0,2,1,3,2,0,4,1,1,3,Mystic
736,8,6,1,16,4,6,11,2,0,0,2,0,2,0,0,0,0,3,2,2,0,4,12,2,0,2,5,1,0,1,2,3,2,1,1,4,1,3,4,Mystic
737,9,8,3,21,4,8,14,0,0,2,0,0,4,0,1,1,0,0,5,6,0,6,12,1,2,2,5,0,1,3,1,3,3,2,3,4,1,2,5,Mystic
738,5,3,0,9,2,0,8,2,0,0,0,2,0,0,0,1,0,0,0,0,0,3,7,1,0,1,0,0,0,0,1,0,2,0,0,4,1,0,1,Instinct
739,10,7,0,18,8,6,15,2,4,0,0,2,4,0,0,1,0,2,2,4,2,6,14,3,3,5,3,0,0,0,4,3,3,3,1,5,1,2,5,Valor
740,11,6,2,20,2,10,15,2,0,2,2,0,4,0,0,0,0,3,2,6,0,7,15,0,4,2,4,1,1,2,1,6,3,0,5,6,1,2,5,Instinct
741,6,4,0,11,4,4,10,2,2,0,2,4,0,2,0,1,1,0,0,2,0,3,9,3,1,1,3,0,0,0,2,0,3,1,1,4,1,1,2,Valor
742,8,11,6,26,10,10,12,0,2,2,0,2,0,2,1,0,0,3,3,4,2,5,11,2,2,6,4,2,2,6,2,4,2,3,4,5,4,5,3,Mystic
743,8,8,3,20,4,6,14,2,2,0,2,2,4,0,0,1,0,0,3,4,2,4,12,1,2,3,3,1,0,3,1,3,3,2,3,3,0,1,5,Mystic
744,6,7,2,16,6,6,12,0,2,0,6,2,2,0,0,1,0,1,0,0,2,3,9,3,2,3,2,1,1,2,1,3,5,2,2,2,1,3,4,Instinct
745,9,6,2,18,6,6,15,0,2,0,0,2,6,0,0,0,1,0,5,2,2,4,14,3,0,2,5,1,0,2,3,3,3,3,2,4,1,2,5,Mystic
746,7,8,3,19,8,8,11,2,0,0,2,2,0,0,0,1,0,2,0,6,2,3,11,1,3,6,3,1,1,3,2,3,2,4,4,2,1,2,5,Mystic
747,6,7,0,14,4,2,10,0,2,0,0,2,2,0,0,1,0,0,0,2,0,3,9,1,0,3,2,0,0,0,2,1,3,0,0,2,2,1,4,Valor
748,6,9,4,20,10,6,11,0,4,0,2,0,2,2,0,1,0,1,2,2,4,3,9,2,2,6,2,0,2,4,3,2,4,5,4,1,2,1,5,Mystic
749,8,6,1,16,6,6,13,0,4,0,2,4,2,0,1,0,0,0,2,4,0,4,12,0,4,6,1,1,0,1,3,2,4,1,2,4,2,2,4,Mystic
750,9,10,6,26,4,8,16,0,0,2,2,2,2,2,1,1,0,0,3,4,2,6,12,1,2,2,4,0,2,6,1,3,5,1,3,6,2,3,3,Mystic
751,5,6,2,14,6,6,9,2,0,2,2,0,2,2,0,1,0,1,0,0,2,4,6,3,0,1,6,0,0,2,3,2,2,4,0,2,1,3,3,Mystic
752,10,6,2,19,2,8,17,0,0,2,2,0,4,2,1,1,0,0,2,2,2,6,14,1,3,1,3,1,1,2,0,4,5,1,3,6,0,3,4,Mystic
753,8,10,0,19,12,4,11,0,2,0,0,2,0,2,1,1,0,0,0,2,0,6,10,2,2,10,2,0,0,0,5,1,1,3,1,5,3,1,3,Valor
754,8,7,2,18,4,6,14,0,2,0,2,0,6,2,1,1,0,0,5,2,0,6,10,1,1,3,3,0,2,2,0,3,4,1,2,5,1,3,3,Instinct
755,11,9,5,26,8,6,18,0,2,0,4,2,4,2,1,1,0,0,4,2,2,7,15,3,2,2,2,1,1,5,3,3,4,4,3,6,3,2,5,Mystic
756,10,3,0,14,2,2,17,0,0,0,0,0,0,2,0,1,0,0,4,2,4,6,14,2,1,0,1,0,0,0,1,1,6,0,0,6,1,1,4,Mystic
757,4,3,0,8,2,2,7,0,0,0,0,2,0,2,0,1,0,0,2,0,0,4,4,1,0,1,2,0,0,0,1,1,1,1,0,2,0,1,2,Instinct
758,5,6,1,13,4,4,9,0,0,0,2,4,2,2,0,1,0,0,2,0,0,4,6,1,1,3,3,0,0,1,2,2,2,1,1,2,1,1,3,Mystic
759,15,9,5,30,4,10,23,2,0,0,0,0,6,2,0,1,1,2,7,8,4,9,21,2,3,1,4,1,2,5,1,4,5,2,6,7,1,2,8,Mystic
760,10,8,3,22,8,8,16,0,2,0,2,4,4,2,0,1,0,1,6,4,2,6,14,4,0,4,5,2,1,3,2,5,5,3,3,6,1,4,4,Mystic
761,8,6,0,15,4,4,13,2,2,0,0,2,2,2,0,1,0,0,2,2,2,6,10,2,1,2,3,0,0,0,2,2,3,1,0,5,1,2,3,Valor
762,10,8,3,22,2,4,13,2,0,0,0,0,0,2,0,1,0,3,2,4,2,6,14,1,1,1,3,0,0,3,0,1,3,1,1,6,0,1,4,Mystic
763,8,9,4,22,6,10,13,0,0,2,0,2,4,2,2,1,0,1,6,4,0,6,10,3,2,3,4,1,3,4,2,5,2,2,4,5,1,5,3,Instinct
764,7,5,1,14,0,6,13,0,0,0,2,0,2,2,0,1,0,1,0,0,4,6,8,0,0,0,5,1,0,1,0,3,3,0,2,4,0,2,3,Mystic
765,8,6,0,15,4,4,14,2,2,0,2,2,2,2,0,1,0,0,2,0,2,6,10,2,1,2,3,0,0,0,2,2,4,0,0,5,2,2,3,Valor
766,8,7,2,18,2,6,13,2,0,0,2,0,2,2,0,1,0,0,1,2,2,6,10,0,3,1,2,0,1,2,1,3,2,0,2,5,2,2,3,Mystic
767,6,8,0,15,4,8,10,0,2,2,4,0,2,2,0,1,0,0,0,0,0,5,7,1,1,3,7,0,0,0,0,4,3,1,2,3,1,2,3,Valor
768,5,5,0,11,2,4,9,2,0,0,2,2,2,2,0,1,0,0,0,2,0,4,6,0,2,2,2,0,0,0,1,2,3,1,2,2,0,0,3,Valor
769,10,10,5,26,10,4,17,0,0,0,0,6,0,2,0,1,0,2,5,4,2,6,14,2,0,4,4,0,0,5,5,0,4,5,1,6,4,1,4,Mystic
770,7,4,0,12,4,2,14,0,2,0,2,4,0,2,0,1,0,0,0,0,0,7,7,1,0,3,2,0,0,0,2,1,5,1,0,4,1,1,3,Valor
771,9,10,6,26,10,10,15,0,0,0,2,2,4,2,0,1,0,2,7,2,2,6,12,2,2,5,5,2,1,6,5,5,5,4,3,6,4,5,3,Mystic
772,3,4,0,8,0,4,6,0,0,0,2,0,0,2,0,1,0,0,0,0,0,4,2,0,1,0,3,0,0,0,0,1,2,0,1,1,0,1,2,Instinct
773,8,5,0,14,6,4,14,0,2,0,0,0,4,2,0,1,0,0,2,2,0,6,10,3,0,3,4,0,0,0,1,2,5,0,1,5,3,1,3,Mystic
774,7,8,4,20,8,4,11,2,4,0,0,0,0,2,0,1,0,1,0,4,4,6,8,1,0,5,2,0,2,4,3,2,2,3,3,4,3,1,3,Instinct
