,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
1319,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1320,2,18,0,1,3,36,20,1,3,14,9,1,2,16,28,62,Trusted
1321,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1322,2,19,0,0,3,22,17,1,3,14,0,6,4,15,25,44,Trusted
1323,2,25,0,2,4,46,26,1,3,16,10,3,1,21,35,80,Trusted
1324,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1325,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1326,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1327,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
1328,2,12,0,0,1,12,10,1,3,9,0,3,3,9,15,25,Trusted
1329,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1330,2,10,0,0,2,16,13,1,3,6,0,4,3,10,17,33,Trusted
1331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Uncertain
1332,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1333,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Uncertain
1335,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
1336,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1337,2,11,0,0,3,24,18,1,3,8,0,7,3,15,25,47,Trusted
1338,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1339,2,16,0,0,2,15,12,1,3,12,0,4,3,12,19,31,Trusted
1340,2,21,1,1,2,31,17,1,3,15,2,2,3,17,27,54,Trusted
1341,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1342,2,16,0,0,1,14,12,1,3,13,0,3,5,11,19,29,Trusted
1343,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1344,2,17,1,1,2,30,16,1,3,12,3,1,2,15,24,52,Trusted
1345,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1346,2,18,0,0,2,21,16,1,3,12,0,6,3,12,21,41,Trusted
1347,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1348,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1349,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
1350,2,11,0,0,2,21,15,1,3,8,0,7,2,13,22,40,Trusted
1351,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1352,2,2,0,0,0,3,4,1,3,1,0,0,1,3,4,9,Trusted
1353,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1354,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1355,2,21,0,0,2,25,18,1,3,16,0,8,3,16,27,47,Trusted
1356,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1357,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1358,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1359,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1360,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1361,2,31,0,4,7,65,44,1,3,21,5,13,6,34,58,122,Trusted
1362,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1363,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1364,2,21,0,0,1,23,18,1,3,16,0,6,5,13,24,44,Trusted
1365,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1366,2,17,1,4,3,46,29,1,3,11,4,5,5,26,42,85,Trusted
1367,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1368,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1369,2,15,0,1,2,26,15,1,3,11,5,3,1,14,23,46,Trusted
1370,2,12,0,0,2,13,12,1,3,7,0,2,3,9,14,29,Trusted
1371,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1372,2,9,1,4,4,56,28,1,3,6,5,3,1,23,39,95,Trusted
1373,2,10,0,0,1,11,11,1,5,8,0,3,2,11,16,25,Trusted
1374,2,16,0,1,2,29,16,1,3,12,6,3,1,14,24,50,Trusted
1375,2,27,0,1,2,21,18,1,3,18,0,4,8,14,26,44,Trusted
1376,2,24,0,0,3,24,18,1,3,16,0,7,3,16,26,47,Trusted
1377,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1378,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1379,2,11,0,0,1,15,11,1,3,8,0,5,1,10,16,29,Trusted
1380,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1381,2,9,0,0,1,10,9,1,3,5,0,2,1,7,10,22,Trusted
1382,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1383,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1384,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
1385,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1386,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1387,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1388,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1389,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1390,2,33,3,3,3,51,29,1,3,21,4,5,3,25,41,91,Trusted
1391,2,13,0,0,2,12,12,1,5,7,0,3,2,10,15,28,Trusted
1392,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
1393,2,20,1,1,2,41,20,1,3,14,6,2,1,17,29,67,Trusted
1394,2,12,0,0,1,12,12,1,5,10,0,3,3,12,18,27,Trusted
1395,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1396,2,17,0,0,2,21,16,1,5,13,0,6,4,15,25,41,Trusted
1397,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1398,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1399,2,30,0,1,3,30,22,1,3,21,0,9,5,20,34,58,Trusted
1400,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1401,2,18,1,3,2,36,23,1,5,12,1,5,2,22,33,67,Trusted
1402,2,10,0,0,0,7,8,1,3,9,0,0,5,7,12,17,Trusted
1403,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1404,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1405,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1406,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1407,2,16,0,0,1,19,16,1,3,12,0,4,4,11,19,38,Trusted
1408,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1409,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1410,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1411,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1412,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1413,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1414,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1415,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1416,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1417,2,6,0,0,0,5,7,1,4,6,0,0,3,7,10,14,Trusted
1418,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1419,2,2,0,0,0,3,6,1,5,2,0,0,1,6,7,11,Trusted
1420,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1421,2,14,0,1,1,18,12,1,3,11,3,1,3,12,19,34,Trusted
1422,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1423,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1424,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1425,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1426,2,2,0,0,0,3,4,1,3,1,0,0,1,3,4,9,Trusted
1427,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1428,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1429,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1430,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1431,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1432,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1433,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
1434,2,9,0,0,1,6,7,1,3,7,0,0,3,7,10,16,Trusted
1435,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1436,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1437,2,11,0,1,1,12,10,1,3,8,0,3,2,10,15,26,Trusted
1438,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1439,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1440,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1441,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1442,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1443,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1444,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1445,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1446,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1447,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1448,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1449,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1450,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1451,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1452,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1453,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1454,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1455,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1456,2,2,0,0,0,3,4,1,3,1,0,0,1,3,4,9,Trusted
1457,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1458,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1459,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1460,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1461,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1462,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1463,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1464,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1465,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1466,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1467,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1468,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1469,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1470,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1471,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1472,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1473,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1474,2,14,0,0,2,17,13,1,3,10,0,5,2,12,19,34,Trusted
1475,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1476,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1477,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1478,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1479,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1480,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1481,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1482,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1483,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1484,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1485,2,12,0,1,1,11,10,1,3,9,0,2,3,10,15,25,Trusted
1486,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1487,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1488,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1489,2,21,0,1,1,23,18,1,3,14,0,5,5,14,24,45,Trusted
1490,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1491,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1492,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1493,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1494,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1495,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1496,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1497,2,13,0,0,1,16,12,1,3,10,0,5,2,11,18,31,Trusted
1498,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1499,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1500,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1501,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1502,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1503,2,10,0,0,1,15,11,1,3,7,0,5,1,9,15,29,Trusted
1504,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1505,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1506,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1507,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1508,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1509,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
1510,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1511,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1512,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1513,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1514,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1515,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
1516,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1517,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1518,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1519,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
1520,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1521,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1522,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
1523,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1524,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1525,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1526,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1527,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1528,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1529,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1530,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1531,2,35,1,4,4,63,34,1,3,25,10,4,4,30,51,108,Trusted
1532,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1533,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1534,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1535,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1536,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1537,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1538,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1539,2,8,0,0,1,7,7,1,3,6,0,1,2,7,10,17,Trusted
1540,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1541,2,16,0,0,1,22,17,1,3,12,0,6,3,12,21,42,Trusted
1542,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1543,2,31,1,3,4,49,29,1,3,21,8,7,2,26,43,88,Trusted
1544,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1545,2,17,0,0,1,16,15,1,3,13,0,2,8,11,21,34,Trusted
1546,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1547,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1548,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1549,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1550,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1551,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1552,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1553,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1554,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
1555,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1556,2,17,0,1,1,24,17,1,3,12,2,5,2,15,24,46,Trusted
1557,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1558,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1559,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1560,2,16,0,0,1,15,13,1,3,13,0,3,5,11,19,31,Trusted
1561,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1562,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1563,2,24,0,0,2,23,19,1,3,19,0,5,7,17,29,46,Trusted
1564,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1565,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1566,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1567,2,14,0,0,2,16,14,1,3,11,0,3,5,12,20,34,Trusted
1568,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1569,2,24,0,0,4,34,25,1,3,15,0,10,4,18,32,65,Trusted
1570,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1571,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1572,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1573,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1574,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1575,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1576,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1577,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1578,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1579,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1580,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1581,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
1582,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1583,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1584,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1585,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1586,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1587,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1588,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1589,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1590,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1591,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1592,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1593,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1594,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1595,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1596,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1597,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1598,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1599,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1600,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1601,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1602,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1603,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1604,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1605,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1606,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1607,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1608,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1609,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1610,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1611,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1612,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
1613,2,10,0,0,3,21,16,1,3,8,0,6,2,14,22,42,Trusted
1614,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1615,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1616,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1617,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1618,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1619,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1620,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1621,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1622,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
1623,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1624,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1625,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1626,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
1627,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1628,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1629,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1630,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1631,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
1632,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1633,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1634,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1635,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
1636,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1637,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1638,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1639,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1640,2,2,0,0,0,3,4,1,3,1,0,0,1,3,4,9,Trusted
1641,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1642,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1643,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1644,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1645,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1646,2,6,0,0,0,5,6,1,3,5,0,0,3,5,8,13,Trusted
1647,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1648,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1649,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1650,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1651,0,0,0,0,0,0,4,1,4,0,0,0,0,4,4,6,Uncertain
1652,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
1653,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
1654,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
1655,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
