,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
1589,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1590,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
1591,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1592,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1593,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1594,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1595,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
1596,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1597,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1598,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1599,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1600,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1601,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1602,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1603,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1604,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1605,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1606,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1607,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1608,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1609,27,8,1,7,27,2,11,0,5,6,11,38,Trusted
1610,0,0,0,7,26,0,0,0,4,12,16,33,Uncertain
1611,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
1612,16,3,1,8,21,2,7,0,5,7,12,33,Uncertain
1613,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
1614,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
1615,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1616,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1617,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1618,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1619,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1620,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1621,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1622,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1623,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1624,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1625,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1626,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1627,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1628,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1629,6,5,1,4,6,2,6,0,3,3,6,14,Trusted
1630,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1631,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
1632,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1633,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1634,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1635,16,2,0,4,16,2,6,0,4,4,8,23,Uncertain
1636,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1637,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1638,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1639,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1640,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1641,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1642,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1643,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1644,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1645,6,7,1,7,5,2,10,2,2,6,10,16,Trusted
1646,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
1647,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1648,21,17,4,23,15,2,15,2,1,12,19,48,Uncertain
1649,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1650,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1651,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
1652,7,10,1,9,6,2,10,3,1,6,10,20,Trusted
1653,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1654,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1655,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1656,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1657,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1658,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1659,10,11,1,12,7,2,12,1,2,7,12,24,Trusted
1660,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1661,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
1662,7,13,1,10,7,2,11,1,2,7,11,23,Trusted
1663,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
1664,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1665,9,6,1,4,10,2,7,0,3,4,7,18,Trusted
1666,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1667,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
1668,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1669,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1670,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1671,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1672,4,5,0,5,4,2,6,0,3,3,6,12,Uncertain
1673,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1674,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1675,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1676,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1677,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1678,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1679,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1680,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1681,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1682,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1683,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1684,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
1685,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1686,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1687,18,7,1,6,18,2,9,0,4,5,9,28,Trusted
1688,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1689,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1690,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
1691,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1692,3,4,1,2,4,2,3,0,1,2,3,10,Trusted
1693,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1694,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1695,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1696,10,4,0,5,9,2,8,0,4,4,8,17,Trusted
1697,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1698,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
1699,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1700,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1701,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1702,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1703,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1704,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1705,10,4,0,5,9,2,8,0,4,4,8,17,Trusted
1706,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1707,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1708,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1709,15,9,4,17,18,2,9,5,1,10,16,43,Uncertain
1710,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1711,17,14,1,15,13,2,13,1,1,8,13,34,Trusted
1712,10,14,1,13,8,2,13,1,2,8,13,27,Trusted
1713,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1714,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1715,6,2,0,2,6,2,4,0,2,2,4,11,Trusted
1716,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1717,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1718,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1719,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1720,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1721,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1722,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1723,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1724,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1725,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1726,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1727,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1728,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1729,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1730,7,10,1,9,6,2,10,1,2,6,10,20,Trusted
1731,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1732,13,7,1,6,13,2,9,1,3,5,9,23,Trusted
1733,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1734,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1735,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1736,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1737,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1738,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1739,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1740,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1741,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1742,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1743,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
1744,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1745,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1746,3,4,1,2,4,2,3,0,1,2,3,10,Trusted
1747,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1748,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
1749,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1750,18,9,3,13,18,2,9,2,3,8,13,37,Uncertain
1751,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1752,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
1753,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1754,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1755,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1756,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1757,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1758,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1759,13,8,1,9,11,2,11,3,2,6,11,24,Trusted
1760,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1761,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1762,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1763,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
1764,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1765,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
1766,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1767,6,5,1,3,7,2,5,0,2,3,5,14,Trusted
1768,15,10,1,9,14,2,10,3,1,6,10,28,Trusted
1769,6,2,0,2,6,2,4,0,2,2,4,11,Trusted
1770,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
1771,9,3,0,3,9,2,6,0,3,3,6,15,Trusted
1772,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1773,4,2,0,2,4,2,5,0,2,3,5,9,Trusted
1774,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1775,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
1776,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1777,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1778,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1779,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1780,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1781,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1782,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1783,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
1784,2,4,1,2,3,2,3,0,1,2,3,9,Trusted
1785,8,6,1,6,7,2,7,2,1,4,7,17,Trusted
1786,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
1787,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1788,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1789,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1790,8,9,1,7,8,2,8,2,1,5,8,20,Trusted
1791,5,5,1,4,5,2,5,1,1,3,5,13,Trusted
1792,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1793,4,2,0,2,4,2,5,0,2,3,5,9,Trusted
1794,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1795,8,9,1,7,8,2,8,2,1,5,8,20,Trusted
1796,6,5,1,4,6,2,6,0,3,3,6,14,Trusted
1797,6,2,0,2,6,2,4,0,2,2,4,11,Trusted
1798,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1799,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1800,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1801,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1802,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1803,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1804,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1805,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1806,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1807,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1808,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1809,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1810,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1811,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1812,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1813,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
1814,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1815,3,4,1,2,4,2,3,0,1,2,3,10,Trusted
1816,26,6,1,7,24,2,7,2,1,4,7,35,Trusted
1817,7,5,1,5,6,2,5,1,1,3,5,15,Trusted
1818,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1819,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1820,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1821,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
1822,15,3,0,5,13,2,7,0,4,3,7,21,Uncertain
1823,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
1824,3,4,1,2,4,2,3,0,1,2,3,10,Trusted
1825,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1826,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1827,24,3,0,3,24,2,6,0,3,3,6,30,Trusted
1828,6,1,0,2,6,2,3,0,2,2,4,11,Uncertain
1829,12,6,1,4,13,2,7,0,3,4,7,21,Trusted
1830,4,1,0,1,4,2,2,0,1,1,2,8,Trusted
1831,6,2,0,3,5,2,4,0,2,2,4,11,Trusted
1832,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1833,6,2,0,2,6,2,4,0,2,2,4,11,Trusted
1834,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1835,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
1836,30,10,1,10,29,2,11,3,2,7,12,44,Trusted
1837,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1838,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1839,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
1840,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1841,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1842,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1843,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1844,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1845,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1846,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1847,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1848,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1849,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
1850,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1851,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1852,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1853,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1854,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1855,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1856,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1857,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1858,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
1859,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
1860,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
1861,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1862,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1863,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1864,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1865,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
1866,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1867,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
1868,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1869,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1870,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1871,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1872,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1873,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1874,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1875,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1876,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1877,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1878,22,10,1,14,17,2,15,4,3,8,15,35,Trusted
1879,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1880,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1881,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1882,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1883,26,10,1,8,26,2,10,1,3,6,10,39,Trusted
1884,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1885,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1886,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1887,18,16,3,25,17,2,18,8,2,14,24,49,Trusted
1888,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1889,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1890,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1891,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1892,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1893,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1894,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1895,8,11,1,10,7,2,12,3,2,7,12,22,Trusted
1896,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1897,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1898,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1899,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1900,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1901,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1902,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1903,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1904,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1905,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1906,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1907,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1908,58,28,1,59,20,2,31,1,1,18,31,89,Trusted
1909,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1910,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1911,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1912,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1913,6,4,0,5,5,2,9,0,5,4,9,13,Trusted
1914,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1915,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1916,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1917,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1918,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1919,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1920,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1921,21,19,3,34,20,2,19,9,1,17,29,62,Trusted
1922,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1923,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1924,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1925,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1926,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1927,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1928,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1929,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1930,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1931,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1932,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
1933,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1934,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1935,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1936,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1937,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1938,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1939,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1940,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1941,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1942,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1943,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
1944,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1945,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1946,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1947,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1948,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1949,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1950,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1951,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1952,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1953,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1954,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1955,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1956,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1957,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1958,7,10,1,8,7,2,11,1,4,6,11,20,Trusted
1959,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1960,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1961,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1962,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1963,5,5,0,5,5,2,10,0,5,5,10,13,Trusted
1964,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
1965,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1966,7,11,1,9,7,2,12,2,3,7,12,21,Trusted
1967,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1968,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1969,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1970,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1971,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
1972,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1973,29,19,1,31,15,2,24,3,2,14,25,52,Trusted
1974,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1975,57,23,2,45,30,2,27,2,1,16,28,84,Trusted
1976,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1977,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
1978,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1979,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1980,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1981,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1982,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1983,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1984,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1985,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
1986,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
1987,32,11,3,18,23,1,18,8,1,10,19,46,Trusted
1988,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1989,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1990,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1991,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1992,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1993,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1994,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
1995,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1996,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1997,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
1998,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
1999,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2000,5,3,0,4,4,2,7,0,4,3,7,11,Uncertain
2001,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
2002,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
2003,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
2004,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2005,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
2006,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2007,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
2008,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2009,6,4,1,2,7,2,3,0,1,2,3,13,Trusted
2010,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2011,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2012,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2013,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2014,3,1,0,1,3,2,2,0,1,1,2,7,Trusted
2015,12,3,0,3,12,2,6,0,3,3,6,18,Trusted
2016,6,4,0,5,5,2,9,0,5,4,9,13,Trusted
